  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   192,     P-685,   2022/11/17 21:27:25,           1-08,      17,        -0.011,        -0.651,         0.907,         0.332,         20377,       0,    1,                                     BER,                                    STD2,                 H2O, 1668720721.62,         0.250,         0.187,         0.324,         0.181,       110.530,        -0.001,        -0.001,         1.758,        94.793,        35.761,         1.177,        88.368,         1.037,         1.996,       -0.0000,        0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   193,     P-685,   2022/11/17 21:36:22,           1-08,      18,        -0.000,        -0.652,         0.952,         0.344,         20372,       0,    1,                                     BER,                                    STD2,                 H2O, 1668721258.36,         0.264,         0.182,         0.307,         0.194,       113.831,        -0.000,        -0.000,         1.796,        94.745,        35.896,         1.175,        88.022,         1.033,         2.013,       -0.0000,       -0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   194,     P-685,   2022/11/17 21:45:19,           1-08,      19,         0.012,        -0.632,         0.947,         0.346,         20333,       0,    1,                                     BER,                                    STD2,                 H2O, 1668721795.90,         0.237,         0.173,         0.279,         0.173,       111.862,        -0.000,        -0.001,         1.775,        94.566,        35.680,         1.179,        88.225,         1.037,         2.100,       -0.0000,        0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   195,     P-685,   2022/11/17 21:54:17,           1-08,      20,         0.039,        -0.632,         0.990,         0.372,         20404,       0,    1,                                     BER,                                    STD2,                 H2O, 1668722332.85,         0.251,         0.180,         0.321,         0.179,       113.195,         0.000,        -0.001,         1.780,        94.932,        35.792,         1.184,        88.562,         1.036,         2.054,       -0.0000,       -0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   196,     P-685,   2022/11/17 22:03:14,           1-08,      21,         0.045,        -0.610,         0.936,         0.368,         20368,       0,    1,                                     BER,                                    STD2,                 H2O, 1668722869.93,         0.252,         0.179,         0.339,         0.189,       112.718,        -0.000,        -0.002,         1.763,        94.839,        35.857,         1.168,        87.536,         1.034,         1.885,        0.0000,        0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   197,     P-685,   2022/11/17 22:12:12,           1-08,      22,         0.029,        -0.635,         0.969,         0.364,         20331,       0,    1,                                     BER,                                    STD2,                 H2O, 1668723408.30,         0.282,         0.189,         0.354,         0.203,       111.767,        -0.000,        -0.002,         1.757,        94.565,        35.687,         1.178,        88.138,         1.038,         2.035,       -0.0000,        0.0000,    0,        43.375,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   198,     P-685,   2022/11/17 22:21:09,           1-08,      23,         0.005,        -0.661,         0.952,         0.354,         20394,       0,    1,                                     BER,                                    STD2,                 H2O, 1668723945.64,         0.261,         0.188,         0.301,         0.183,       112.859,        -0.000,        -0.000,         1.782,        94.812,        35.801,         1.184,        88.816,         1.037,         2.152,        0.0000,       -0.0000,    0,        43.375,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   199,     P-685,   2022/11/17 22:30:07,           1-08,      24,        -0.008,        -0.685,         1.055,         0.354,         20367,       0,    1,                                     BER,                                    STD2,                 H2O, 1668724482.98,         0.240,         0.175,         0.285,         0.176,       119.932,        -0.000,        -0.000,         1.875,        94.668,        35.801,         1.179,        88.534,         1.038,         2.111,       -0.0000,       -0.0000,    0,        43.312,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   200,     P-685,   2022/11/17 22:39:04,           1-08,      25,        -0.004,        -0.659,         0.989,         0.344,         20366,       0,    1,                                     BER,                                    STD2,                 H2O, 1668725020.25,         0.256,         0.186,         0.325,         0.186,       111.692,        -0.000,        -0.001,         1.763,        94.748,        35.837,         1.178,        87.942,         1.037,         1.969,        0.0000,        0.0000,    0,        43.375,         1,       8,       2,Baptiste_20000ppm_O17,       0,       1
   201,     P-686,   2022/11/17 22:48:01,           1-09,       1,        -0.032,        -0.674,         0.995,         0.324,         20206,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668725557.01,         0.223,         0.174,         0.287,         0.156,       113.227,        -0.000,        -0.000,         1.790,        93.818,        35.573,         1.173,        87.776,         1.037,         2.155,       -0.0000,       -0.0000,    0,        43.312,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   202,     P-686,   2022/11/17 22:56:58,           1-09,       2,         0.039,        -0.625,         1.078,         0.369,         20395,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668726094.10,         0.230,         0.175,         0.282,         0.161,       112.610,        -0.001,        -0.001,         1.779,        94.907,        35.959,         1.172,        87.752,         1.038,         1.977,       -0.0000,       -0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   203,     P-686,   2022/11/17 23:05:55,           1-09,       3,         0.028,        -0.660,         0.990,         0.376,         20377,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668726631.20,         0.247,         0.186,         0.297,         0.177,       114.365,        -0.000,        -0.001,         1.806,        94.741,        35.849,         1.175,        88.415,         1.038,         2.095,       -0.0000,       -0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   204,     P-686,   2022/11/17 23:14:53,           1-09,       4,         0.033,        -0.636,         0.920,         0.369,         20413,       0,    1,                                     BER,                                    STD2,                 H2O, 1668727169.08,         0.259,         0.185,         0.316,         0.187,       113.729,        -0.001,         0.000,         1.805,        95.015,        36.048,         1.167,        87.676,         1.039,         1.980,       -0.0000,       -0.0000,    0,        43.312,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   205,     P-686,   2022/11/17 23:23:49,           1-09,       5,        -0.042,        -0.702,         1.012,         0.329,         20377,       0,    1,                                     BER,                                    STD2,                 H2O, 1668727705.12,         0.254,         0.198,         0.317,         0.178,       115.725,        -0.000,        -0.001,         1.829,        94.756,        35.747,         1.186,        88.568,         1.037,         2.153,       -0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   206,     P-686,   2022/11/17 23:32:47,           1-09,       6,         0.006,        -0.623,         1.043,         0.335,         20431,       0,    1,                                     BER,                                    STD2,                 H2O, 1668728242.61,         0.259,         0.176,         0.309,         0.189,       113.781,        -0.000,        -0.001,         1.773,        95.085,        35.723,         1.185,        88.942,         1.035,         2.080,        0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   207,     P-686,   2022/11/17 23:41:44,           1-09,       7,        -0.022,        -0.679,         1.074,         0.336,         20394,       0,    1,                                     BER,                                    STD2,                 H2O, 1668728780.21,         0.235,         0.173,         0.308,         0.175,       113.101,        -0.000,        -0.002,         1.788,        94.797,        35.970,         1.181,        88.324,         1.038,         2.070,        0.0000,       -0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   208,     P-686,   2022/11/17 23:50:42,           1-09,       8,         0.022,        -0.673,         0.912,         0.378,         20401,       0,    1,                                     BER,                                    STD2,                 H2O, 1668729318.27,         0.239,         0.174,         0.298,         0.173,       113.132,        -0.000,        -0.001,         1.797,        94.882,        36.021,         1.173,        88.057,         1.036,         2.016,       -0.0000,       -0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   209,     P-686,   2022/11/17 23:59:39,           1-09,       9,        -0.046,        -0.659,         1.013,         0.302,         20381,       0,    1,                                     BER,                                    STD2,                 H2O, 1668729855.61,         0.270,         0.183,         0.324,         0.194,       115.655,         0.000,        -0.001,         1.838,        94.822,        35.747,         1.179,        88.285,         1.037,         2.076,        0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   210,     P-686,   2022/11/18 00:08:37,           1-09,      10,        -0.016,        -0.708,         0.813,         0.358,         20358,       0,    1,                                     BER,                                    STD2,                 H2O, 1668730392.85,         0.256,         0.171,         0.299,         0.189,       125.790,         0.000,        -0.000,         1.977,        94.656,        35.779,         1.178,        88.392,         1.037,         2.105,        0.0000,       -0.0000,    0,        43.312,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   211,     P-686,   2022/11/18 00:17:35,           1-09,      11,         0.049,        -0.603,         0.985,         0.368,         20394,       0,    1,                                     BER,                                    STD2,                 H2O, 1668730930.42,         0.259,         0.176,         0.333,         0.189,       112.744,         0.000,        -0.001,         1.781,        94.929,        35.735,         1.181,        88.438,         1.038,         2.027,       -0.0000,        0.0000,    0,        43.312,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   212,     P-686,   2022/11/18 00:26:32,           1-09,      12,         0.073,        -0.614,         1.055,         0.397,         20389,       0,    1,                                     BER,                                    STD2,                 H2O, 1668731468.35,         0.255,         0.194,         0.326,         0.181,       110.577,         0.000,        -0.001,         1.734,        94.886,        35.819,         1.181,        88.234,         1.036,         2.021,        0.0000,       -0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   213,     P-686,   2022/11/18 00:35:29,           1-09,      13,         0.009,        -0.651,         0.904,         0.354,         20317,       0,    1,                                     BER,                                    STD2,                 H2O, 1668732005.54,         0.236,         0.171,         0.313,         0.171,       112.515,        -0.000,        -0.001,         1.775,        94.450,        35.557,         1.183,        88.706,         1.036,         2.184,       -0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   214,     P-686,   2022/11/18 00:44:26,           1-09,      14,         0.015,        -0.641,         1.074,         0.354,         20374,       0,    1,                                     BER,                                    STD2,                 H2O, 1668732542.40,         0.240,         0.167,         0.296,         0.174,       116.711,        -0.000,        -0.001,         1.830,        94.769,        35.793,         1.181,        88.401,         1.039,         2.102,        0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   215,     P-686,   2022/11/18 00:53:24,           1-09,      15,        -0.032,        -0.658,         1.039,         0.315,         20385,       0,    1,                                     BER,                                    STD2,                 H2O, 1668733080.48,         0.257,         0.187,         0.307,         0.183,       111.713,        -0.000,        -0.001,         1.764,        94.811,        35.809,         1.184,        88.377,         1.039,         2.108,       -0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   216,     P-686,   2022/11/18 01:02:21,           1-09,      16,         0.035,        -0.630,         1.016,         0.368,         20377,       0,    1,                                     BER,                                    STD2,                 H2O, 1668733617.12,         0.262,         0.185,         0.311,         0.186,       114.990,        -0.000,         0.000,         1.818,        94.764,        35.972,         1.173,        87.985,         1.039,         2.028,       -0.0000,       -0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   217,     P-686,   2022/11/18 01:11:18,           1-09,      17,        -0.026,        -0.680,         0.989,         0.334,         20361,       0,    1,                                     BER,                                    STD2,                 H2O, 1668734153.60,         0.250,         0.187,         0.309,         0.173,       118.800,         0.000,        -0.000,         1.878,        94.685,        35.740,         1.184,        88.457,         1.035,         2.104,        0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   218,     P-686,   2022/11/18 01:20:15,           1-09,      18,        -0.019,        -0.672,         0.987,         0.336,         20390,       0,    1,                                     BER,                                    STD2,                 H2O, 1668734691.96,         0.249,         0.185,         0.351,         0.178,       111.958,        -0.000,        -0.002,         1.754,        94.833,        35.966,         1.176,        88.024,         1.036,         2.029,        0.0000,       -0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   219,     P-686,   2022/11/18 01:29:13,           1-09,      19,        -0.003,        -0.642,         1.123,         0.336,         20292,       0,    1,                                     BER,                                    STD2,                 H2O, 1668735228.99,         0.256,         0.188,         0.317,         0.182,       113.405,        -0.000,        -0.000,         1.789,        94.327,        35.794,         1.167,        87.585,         1.035,         2.044,       -0.0000,        0.0000,    0,        43.312,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   220,     P-686,   2022/11/18 01:38:11,           1-09,      20,         0.004,        -0.671,         0.863,         0.359,         20403,       0,    1,                                     BER,                                    STD2,                 H2O, 1668735766.79,         0.261,         0.187,         0.312,         0.184,       120.189,         0.000,         0.000,         1.901,        94.991,        35.946,         1.169,        87.744,         1.038,         1.894,       -0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   221,     P-686,   2022/11/18 01:47:07,           1-09,      21,         0.037,        -0.602,         1.059,         0.355,         20338,       0,    1,                                     BER,                                    STD2,                 H2O, 1668736303.28,         0.258,         0.184,         0.318,         0.186,       112.726,        -0.001,        -0.000,         1.784,        94.675,        35.800,         1.170,        87.541,         1.038,         1.936,       -0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   222,     P-686,   2022/11/18 01:56:06,           1-09,      22,         0.015,        -0.658,         0.902,         0.362,         20375,       0,    1,                                     BER,                                    STD2,                 H2O, 1668736841.70,         0.230,         0.168,         0.295,         0.162,       126.033,        -0.001,         0.001,         2.000,        94.822,        35.796,         1.171,        88.073,         1.038,         1.993,       -0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   223,     P-686,   2022/11/18 02:05:03,           1-09,      23,         0.002,        -0.678,         0.904,         0.360,         20343,       0,    1,                                     BER,                                    STD2,                 H2O, 1668737378.76,         0.257,         0.172,         0.311,         0.187,       124.309,         0.000,         0.001,         1.952,        94.681,        35.691,         1.171,        87.939,         1.036,         1.991,        0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   224,     P-686,   2022/11/18 02:14:00,           1-09,      24,         0.004,        -0.644,         1.218,         0.344,         20413,       0,    1,                                     BER,                                    STD2,                 H2O, 1668737916.78,         0.251,         0.186,         0.323,         0.177,       112.703,        -0.000,        -0.001,         1.774,        94.880,        35.844,         1.190,        88.967,         1.040,         2.226,       -0.0000,       -0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   225,     P-686,   2022/11/18 02:22:58,           1-09,      25,        -0.009,        -0.647,         1.135,         0.333,         20384,       0,    1,                                     BER,                                    STD2,                 H2O, 1668738454.07,         0.267,         0.185,         0.344,         0.194,       112.146,        -0.000,        -0.002,         1.746,        94.786,        35.616,         1.193,        89.211,         1.034,         2.215,       -0.0000,        0.0000,    0,        43.375,         1,       9,       2,Baptiste_20000ppm_O17,       0,       1
   226,     P-687,   2022/11/18 02:31:55,           1-10,       1,        -0.006,        -0.647,         1.073,         0.336,         20302,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668738991.25,         0.285,         0.197,         0.337,         0.209,       111.919,        -0.000,        -0.001,         1.776,        94.345,        35.607,         1.183,        88.512,         1.037,         2.203,       -0.0000,        0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   227,     P-687,   2022/11/18 02:40:52,           1-10,       2,        -0.027,        -0.638,         1.074,         0.310,         20395,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668739528.06,         0.245,         0.166,         0.310,         0.183,       114.550,        -0.000,        -0.002,         1.792,        94.871,        35.754,         1.185,        88.609,         1.038,         2.053,        0.0000,        0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   228,     P-687,   2022/11/18 02:49:50,           1-10,       3,         0.011,        -0.652,         1.025,         0.355,         20351,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668740066.14,         0.250,         0.178,         0.332,         0.187,       112.688,        -0.000,        -0.002,         1.774,        94.664,        35.843,         1.174,        87.902,         1.037,         2.048,       -0.0000,       -0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   229,     P-687,   2022/11/18 02:58:47,           1-10,       4,        -0.029,        -0.647,         1.127,         0.313,         20377,       0,    1,                                     BER,                                    STD2,                 H2O, 1668740603.66,         0.235,         0.184,         0.307,         0.162,       117.413,        -0.000,        -0.000,         1.851,        94.764,        35.809,         1.179,        88.345,         1.037,         2.095,       -0.0000,        0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   230,     P-687,   2022/11/18 03:07:45,           1-10,       5,         0.045,        -0.654,         0.934,         0.390,         20377,       0,    1,                                     BER,                                    STD2,                 H2O, 1668741141.06,         0.249,         0.182,         0.302,         0.175,       113.720,        -0.000,        -0.001,         1.781,        94.774,        35.804,         1.179,        88.340,         1.038,         2.091,        0.0000,       -0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   231,     P-687,   2022/11/18 03:16:42,           1-10,       6,         0.043,        -0.626,         1.030,         0.374,         20366,       0,    1,                                     BER,                                    STD2,                 H2O, 1668741678.13,         0.242,         0.184,         0.293,         0.175,       112.636,         0.000,        -0.001,         1.769,        94.735,        35.752,         1.180,        88.415,         1.035,         2.068,        0.0000,       -0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   232,     P-687,   2022/11/18 03:25:39,           1-10,       7,         0.044,        -0.648,         1.077,         0.386,         20390,       0,    1,                                     BER,                                    STD2,                 H2O, 1668742214.86,         0.234,         0.173,         0.325,         0.173,       112.356,        -0.000,        -0.002,         1.780,        94.821,        35.836,         1.181,        88.528,         1.037,         2.157,       -0.0000,       -0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   233,     P-687,   2022/11/18 03:34:37,           1-10,       8,        -0.031,        -0.694,         1.081,         0.336,         20371,       0,    1,                                     BER,                                    STD2,                 H2O, 1668742753.75,         0.252,         0.183,         0.307,         0.182,       110.972,        -0.000,        -0.000,         1.750,        94.681,        35.799,         1.181,        88.640,         1.039,         2.190,       -0.0000,       -0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   234,     P-687,   2022/11/18 03:43:35,           1-10,       9,         0.002,        -0.659,         1.006,         0.350,         20353,       0,    1,                                     BER,                                    STD2,                 H2O, 1668743290.62,         0.268,         0.194,         0.339,         0.200,       114.330,        -0.000,        -0.002,         1.797,        94.657,        35.855,         1.176,        87.856,         1.036,         2.021,        0.0000,        0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   235,     P-687,   2022/11/18 03:52:32,           1-10,      10,        -0.003,        -0.636,         1.117,         0.333,         20364,       0,    1,                                     BER,                                    STD2,                 H2O, 1668743828.56,         0.242,         0.179,         0.325,         0.175,       111.291,        -0.000,        -0.001,         1.759,        94.676,        35.719,         1.182,        88.554,         1.034,         2.156,       -0.0000,        0.0000,    0,        43.312,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   236,     P-687,   2022/11/18 04:01:30,           1-10,      11,        -0.043,        -0.695,         1.134,         0.324,         20346,       0,    1,                                     BER,                                    STD2,                 H2O, 1668744366.12,         0.274,         0.192,         0.336,         0.205,       115.221,        -0.000,        -0.001,         1.819,        94.465,        35.775,         1.190,        88.903,         1.034,         2.325,        0.0000,       -0.0000,    0,        43.438,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   237,     P-687,   2022/11/18 04:10:28,           1-10,      12,         0.005,        -0.655,         1.034,         0.351,         20386,       0,    1,                                     BER,                                    STD2,                 H2O, 1668744904.12,         0.265,         0.184,         0.313,         0.191,       113.689,        -0.000,        -0.001,         1.788,        94.825,        35.952,         1.173,        88.052,         1.041,         2.050,       -0.0000,       -0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   238,     P-687,   2022/11/18 04:19:25,           1-10,      13,        -0.002,        -0.646,         1.054,         0.339,         20363,       0,    1,                                     BER,                                    STD2,                 H2O, 1668745441.08,         0.264,         0.210,         0.321,         0.179,       114.039,        -0.001,         0.000,         1.806,        94.719,        35.766,         1.179,        88.239,         1.037,         2.036,       -0.0000,        0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   239,     P-687,   2022/11/18 04:28:22,           1-10,      14,         0.005,        -0.647,         1.002,         0.347,         20346,       0,    1,                                     BER,                                    STD2,                 H2O, 1668745977.69,         0.251,         0.197,         0.319,         0.171,       113.420,        -0.001,        -0.001,         1.770,        94.604,        35.732,         1.179,        88.405,         1.038,         2.112,        0.0000,        0.0000,    0,        43.438,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   240,     P-687,   2022/11/18 04:37:19,           1-10,      15,        -0.007,        -0.640,         1.153,         0.331,         20356,       0,    1,                                     BER,                                    STD2,                 H2O, 1668746515.49,         0.249,         0.187,         0.275,         0.177,       115.059,        -0.001,        -0.000,         1.819,        94.656,        35.700,         1.184,        88.453,         1.038,         2.179,       -0.0000,        0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   241,     P-687,   2022/11/18 04:46:17,           1-10,      16,        -0.002,        -0.636,         1.062,         0.334,         20376,       0,    1,                                     BER,                                    STD2,                 H2O, 1668747053.31,         0.260,         0.187,         0.329,         0.188,       112.419,        -0.000,        -0.001,         1.780,        94.863,        35.811,         1.172,        87.774,         1.035,         1.936,        0.0000,        0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   242,     P-687,   2022/11/18 04:55:14,           1-10,      17,        -0.006,        -0.665,         1.148,         0.345,         20366,       0,    1,                                     BER,                                    STD2,                 H2O, 1668747590.31,         0.241,         0.177,         0.322,         0.171,       114.217,        -0.000,        -0.002,         1.792,        94.672,        36.019,         1.171,        87.702,         1.037,         2.028,       -0.0000,        0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   243,     P-687,   2022/11/18 05:04:12,           1-10,      18,        -0.018,        -0.680,         1.108,         0.341,         20355,       0,    1,                                     BER,                                    STD2,                 H2O, 1668748128.21,         0.267,         0.202,         0.312,         0.184,       117.364,        -0.001,        -0.001,         1.846,        94.619,        35.832,         1.178,        88.275,         1.036,         2.128,       -0.0000,       -0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   244,     P-687,   2022/11/18 05:13:10,           1-10,      19,         0.038,        -0.619,         1.058,         0.365,         20352,       0,    1,                                     BER,                                    STD2,                 H2O, 1668748666.49,         0.259,         0.183,         0.323,         0.181,       110.966,        -0.000,        -0.001,         1.755,        94.727,        35.834,         1.171,        87.550,         1.041,         1.918,        0.0000,        0.0000,    0,        43.438,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   245,     P-687,   2022/11/18 05:22:07,           1-10,      20,         0.035,        -0.655,         1.054,         0.381,         20366,       0,    1,                                     BER,                                    STD2,                 H2O, 1668749203.78,         0.231,         0.160,         0.314,         0.167,       113.138,         0.000,        -0.000,         1.784,        94.715,        35.833,         1.178,        88.222,         1.036,         2.109,        0.0000,       -0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   246,     P-687,   2022/11/18 05:31:05,           1-10,      21,         0.037,        -0.645,         0.991,         0.377,         20374,       0,    1,                                     BER,                                    STD2,                 H2O, 1668749741.08,         0.227,         0.175,         0.289,         0.163,       114.000,        -0.001,        -0.001,         1.801,        94.761,        35.949,         1.172,        87.919,         1.036,         2.006,       -0.0000,       -0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   247,     P-687,   2022/11/18 05:40:04,           1-10,      22,        -0.042,        -0.688,         1.160,         0.322,         20324,       0,    1,                                     BER,                                    STD2,                 H2O, 1668750280.16,         0.240,         0.180,         0.281,         0.174,       114.831,        -0.000,        -0.001,         1.818,        94.367,        35.825,         1.183,        88.588,         1.037,         2.260,       -0.0000,       -0.0000,    0,        43.438,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   248,     P-687,   2022/11/18 05:49:01,           1-10,      23,        -0.032,        -0.646,         1.112,         0.309,         20362,       0,    1,                                     BER,                                    STD2,                 H2O, 1668750817.09,         0.231,         0.174,         0.293,         0.164,       114.753,        -0.001,        -0.001,         1.803,        94.693,        35.699,         1.181,        88.393,         1.037,         2.065,       -0.0000,        0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   249,     P-687,   2022/11/18 05:57:59,           1-10,      24,        -0.013,        -0.667,         1.102,         0.340,         20330,       0,    1,                                     BER,                                    STD2,                 H2O, 1668751355.51,         0.260,         0.194,         0.327,         0.179,       111.286,        -0.000,        -0.001,         1.753,        94.470,        35.826,         1.182,        88.167,         1.036,         2.137,        0.0000,       -0.0000,    0,        43.438,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   250,     P-687,   2022/11/18 06:06:56,           1-10,      25,         0.002,        -0.652,         1.194,         0.346,         20343,       0,    1,                                     BER,                                    STD2,                 H2O, 1668751892.16,         0.247,         0.190,         0.315,         0.173,       113.173,        -0.000,        -0.002,         1.789,        94.589,        35.719,         1.180,        88.212,         1.036,         2.147,        0.0000,        0.0000,    0,        43.375,         1,      10,       2,Baptiste_20000ppm_O17,       0,       1
   251,     P-688,   2022/11/18 06:15:55,           1-11,       1,         0.004,        -0.667,         1.085,         0.356,         20350,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668752430.46,         0.254,         0.186,         0.317,         0.180,       116.691,        -0.000,        -0.001,         1.845,        94.622,        35.677,         1.182,        88.493,         1.035,         2.123,       -0.0000,        0.0000,    0,        43.375,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   252,     P-688,   2022/11/18 06:24:52,           1-11,       2,        -0.021,        -0.668,         0.995,         0.332,         20318,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668752968.18,         0.255,         0.182,         0.337,         0.185,       109.572,         0.000,        -0.002,         1.726,        94.444,        35.632,         1.185,        88.538,         1.039,         2.159,       -0.0000,        0.0000,    0,        43.375,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   253,     P-688,   2022/11/18 06:33:50,           1-11,       3,         0.030,        -0.636,         1.054,         0.366,         20348,      -1,    1,                                     BER,                                    STD2,                 H2O, 1668753505.48,         0.254,         0.175,         0.315,         0.185,       114.225,        -0.000,        -0.001,         1.796,        94.648,        35.983,         1.166,        87.460,         1.035,         1.934,        0.0000,       -0.0000,    0,        43.500,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   254,     P-688,   2022/11/18 06:42:47,           1-11,       4,         0.016,        -0.660,         0.993,         0.364,         20353,       0,    1,                                     BER,                                    STD2,                 H2O, 1668754042.55,         0.260,         0.188,         0.309,         0.191,       114.410,        -0.001,        -0.000,         1.814,        94.618,        35.730,         1.182,        88.583,         1.038,         2.172,        0.0000,       -0.0000,    0,        43.500,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   255,     P-688,   2022/11/18 06:51:44,           1-11,       5,        -0.006,        -0.640,         1.123,         0.332,         20324,       0,    1,                                     BER,                                    STD2,                 H2O, 1668754580.00,         0.226,         0.187,         0.286,         0.153,       110.840,        -0.001,        -0.001,         1.758,        94.515,        35.753,         1.175,        87.946,         1.035,         2.049,       -0.0000,        0.0000,    0,        43.500,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
